@relation STORM_7-weka.filters.unsupervised.attribute.Remove-R2

@attribute 'Version Number' {0.9.6}
@attribute 'LOC Touched' numeric
@attribute 'Number of Revisions' numeric
@attribute 'Number of Bug Fixed' numeric
@attribute 'LOC Added' numeric
@attribute 'Max LOC Added' numeric
@attribute 'Chg Set Size' numeric
@attribute 'Max Chg Set' numeric
@attribute 'Avg Chg Set' numeric
@attribute 'Avg LOC Added' numeric
@attribute Buggy {true,false}

@data
0.9.6,32,1,0,32,32,505,505,505,32,false
0.9.6,40,1,0,40,40,505,505,505,40,false
0.9.6,199,6,0,165,161,763,505,127.166664,27.5,false
0.9.6,40,1,0,40,40,505,505,505,40,false
0.9.6,109,7,0,96,92,766,505,109.42857,13.714286,false
0.9.6,63,2,0,63,46,553,505,276.5,31.5,false
0.9.6,33,1,0,33,33,505,505,505,33,false
0.9.6,43,2,0,43,26,553,505,276.5,21.5,false
0.9.6,75,1,0,75,75,505,505,505,75,false
0.9.6,295,6,0,240,240,763,505,127.166664,40,false
0.9.6,129,6,0,112,112,751,505,125.166664,18.666666,false
0.9.6,91,6,0,80,76,763,505,127.166664,13.333333,false
0.9.6,110,6,0,99,95,763,505,127.166664,16.5,false
0.9.6,93,6,0,62,57,763,505,127.166664,10.333333,false
0.9.6,190,1,0,190,190,505,505,505,190,false
0.9.6,193,1,0,193,193,505,505,505,193,false
0.9.6,330,1,0,330,330,505,505,505,330,false
0.9.6,153,1,0,153,153,505,505,505,153,false
0.9.6,150,1,0,150,150,505,505,505,150,false
0.9.6,220,1,0,220,220,505,505,505,220,false
0.9.6,31,2,0,31,17,553,505,276.5,15.5,false
0.9.6,48,2,0,48,31,553,505,276.5,24,false
0.9.6,306,1,0,306,306,505,505,505,306,false
0.9.6,420,1,0,420,420,505,505,505,420,false
0.9.6,76,1,0,76,76,505,505,505,76,false
0.9.6,146,1,0,146,146,505,505,505,146,false
0.9.6,132,1,0,132,132,505,505,505,132,false
0.9.6,81,1,0,81,81,505,505,505,81,false
0.9.6,143,1,0,143,143,505,505,505,143,false
0.9.6,289,1,0,289,289,505,505,505,289,false
0.9.6,3,1,0,0,0,505,505,505,0,false
0.9.6,1,1,0,0,0,505,505,505,0,false
0.9.6,2,1,0,0,0,505,505,505,0,false
0.9.6,4,1,0,0,0,505,505,505,0,false
0.9.6,134,1,0,134,134,505,505,505,134,false
0.9.6,2,1,0,1,1,505,505,505,1,false
0.9.6,1,1,0,0,0,1,1,1,0,false
0.9.6,5,2,0,1,1,21,20,10.5,0.5,false
